Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 13:00,11/8/2016 14:00,181537
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/8/2016 13:00,11/8/2016 14:00,912
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 13:00,11/8/2016 14:00,1173561
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 13:00,11/8/2016 14:00,1171292
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/8/2016 13:00,11/8/2016 14:00,989
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 13:00,11/8/2016 14:00,0
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/8/2016 13:00,11/8/2016 14:00,12867
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/8/2016 13:00,11/8/2016 14:00,1251
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/8/2016 13:00,11/8/2016 14:00,3
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/8/2016 13:00,11/8/2016 14:00,1
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 13:00,11/8/2016 14:00,181485
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/8/2016 14:00,11/8/2016 15:00,912
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/8/2016 14:00,11/8/2016 15:00,21364
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/8/2016 14:00,11/8/2016 15:00,5226
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/8/2016 14:00,11/8/2016 15:00,228
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 14:00,11/8/2016 15:00,182324
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/8/2016 14:00,11/8/2016 15:00,9759
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 14:00,11/8/2016 15:00,1799
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 14:00,11/8/2016 15:00,182540
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 14:00,11/8/2016 15:00,1175350
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/8/2016 14:00,11/8/2016 15:00,25769803776
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/8/2016 14:00,11/8/2016 15:00,5226
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/8/2016 14:00,11/8/2016 15:00,1
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 14:00,11/8/2016 15:00,1175238
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/8/2016 14:00,11/8/2016 15:00,3
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/8/2016 14:00,11/8/2016 15:00,2318
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/8/2016 14:00,11/8/2016 15:00,1
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/8/2016 14:00,11/8/2016 15:00,3355
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/8/2016 14:00,11/8/2016 15:00,267
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 14:00,11/8/2016 15:00,0
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/8/2016 14:00,11/8/2016 15:00,383
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/8/2016 14:00,11/8/2016 15:00,3
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/8/2016 15:00,11/8/2016 16:00,3
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 15:00,11/8/2016 16:00,1175550
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 15:00,11/8/2016 16:00,0
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/8/2016 15:00,11/8/2016 16:00,1618
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/8/2016 15:00,11/8/2016 16:00,304
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/8/2016 15:00,11/8/2016 16:00,38632
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 15:00,11/8/2016 16:00,1175550
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/8/2016 15:00,11/8/2016 16:00,826
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 15:00,11/8/2016 16:00,182418
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/8/2016 15:00,11/8/2016 16:00,5327
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/8/2016 15:00,11/8/2016 16:00,24587
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/8/2016 15:00,11/8/2016 16:00,25769803776
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/8/2016 15:00,11/8/2016 16:00,1
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/8/2016 15:00,11/8/2016 16:00,988
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 15:00,11/8/2016 16:00,1856
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/8/2016 15:00,11/8/2016 16:00,1
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/8/2016 15:00,11/8/2016 16:00,646
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/8/2016 15:00,11/8/2016 16:00,16138
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 15:00,11/8/2016 16:00,182418
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/8/2016 15:00,11/8/2016 16:00,5327
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/8/2016 15:00,11/8/2016 16:00,3
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/8/2016 16:00,11/8/2016 17:00,260
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/8/2016 16:00,11/8/2016 17:00,8767
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/8/2016 16:00,11/8/2016 17:00,912
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/8/2016 16:00,11/8/2016 17:00,5307
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 16:00,11/8/2016 17:00,1175178
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/8/2016 16:00,11/8/2016 17:00,25769803776
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 16:00,11/8/2016 17:00,182201
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/8/2016 16:00,11/8/2016 17:00,3
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 16:00,11/8/2016 17:00,1177671
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/8/2016 16:00,11/8/2016 17:00,21349
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/8/2016 16:00,11/8/2016 17:00,1242
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/8/2016 16:00,11/8/2016 17:00,2100
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/8/2016 16:00,11/8/2016 17:00,5307
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/8/2016 16:00,11/8/2016 17:00,228
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 16:00,11/8/2016 17:00,0
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/8/2016 16:00,11/8/2016 17:00,375
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/8/2016 16:00,11/8/2016 17:00,1
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 16:00,11/8/2016 17:00,1785
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/8/2016 16:00,11/8/2016 17:00,1
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/8/2016 16:00,11/8/2016 17:00,3
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 16:00,11/8/2016 17:00,182685
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/8/2016 17:00,11/8/2016 18:00,14924
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/8/2016 17:00,11/8/2016 18:00,6209
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/8/2016 17:00,11/8/2016 18:00,2613
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 17:00,11/8/2016 18:00,0
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/8/2016 17:00,11/8/2016 18:00,1
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/8/2016 17:00,11/8/2016 18:00,1100
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/8/2016 17:00,11/8/2016 18:00,84
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 17:00,11/8/2016 18:00,1169916
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/8/2016 17:00,11/8/2016 18:00,3
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 17:00,11/8/2016 18:00,180480
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 17:00,11/8/2016 18:00,1169916
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/8/2016 17:00,11/8/2016 18:00,25769803776
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/8/2016 17:00,11/8/2016 18:00,3
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 17:00,11/8/2016 18:00,1788
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 17:00,11/8/2016 18:00,180480
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/8/2016 17:00,11/8/2016 18:00,912
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/8/2016 17:00,11/8/2016 18:00,1
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/8/2016 17:00,11/8/2016 18:00,228
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/8/2016 18:00,11/8/2016 19:00,2613
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/8/2016 18:00,11/8/2016 19:00,1574
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 18:00,11/8/2016 19:00,1172677
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 18:00,11/8/2016 19:00,181294
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/8/2016 18:00,11/8/2016 19:00,988
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/8/2016 18:00,11/8/2016 19:00,499
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/8/2016 18:00,11/8/2016 19:00,3
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 18:00,11/8/2016 19:00,1809
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/8/2016 18:00,11/8/2016 19:00,1
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/8/2016 18:00,11/8/2016 19:00,1
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 18:00,11/8/2016 19:00,0
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/8/2016 18:00,11/8/2016 19:00,12387
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 18:00,11/8/2016 19:00,181294
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/8/2016 18:00,11/8/2016 19:00,304
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 18:00,11/8/2016 19:00,1172677
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/8/2016 18:00,11/8/2016 19:00,24135
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/8/2016 18:00,11/8/2016 19:00,17706
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/8/2016 18:00,11/8/2016 19:00,2260
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/8/2016 18:00,11/8/2016 19:00,25769803776
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/8/2016 18:00,11/8/2016 19:00,3
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/8/2016 19:00,11/8/2016 20:00,6015
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/8/2016 19:00,11/8/2016 20:00,3
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/8/2016 19:00,11/8/2016 20:00,1
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 19:00,11/8/2016 20:00,0
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 19:00,11/8/2016 20:00,182570
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/8/2016 19:00,11/8/2016 20:00,18369
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/8/2016 19:00,11/8/2016 20:00,228
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 19:00,11/8/2016 20:00,1175715
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 19:00,11/8/2016 20:00,1178096
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/8/2016 19:00,11/8/2016 20:00,3148
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 19:00,11/8/2016 20:00,182838
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 19:00,11/8/2016 20:00,1790
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/8/2016 19:00,11/8/2016 20:00,1168
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/8/2016 19:00,11/8/2016 20:00,1007
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/8/2016 19:00,11/8/2016 20:00,25769803776
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/8/2016 19:00,11/8/2016 20:00,3
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/8/2016 19:00,11/8/2016 20:00,3148
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/8/2016 19:00,11/8/2016 20:00,912
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/8/2016 19:00,11/8/2016 20:00,1
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/8/2016 20:00,11/8/2016 21:00,376
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/8/2016 20:00,11/8/2016 21:00,1
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/8/2016 20:00,11/8/2016 21:00,2613
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/8/2016 20:00,11/8/2016 21:00,3
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/8/2016 20:00,11/8/2016 21:00,14733
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/8/2016 20:00,11/8/2016 21:00,988
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 20:00,11/8/2016 21:00,181511
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 20:00,11/8/2016 21:00,1172469
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 20:00,11/8/2016 21:00,1827
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/8/2016 20:00,11/8/2016 21:00,2613
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/8/2016 20:00,11/8/2016 21:00,535
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/8/2016 20:00,11/8/2016 21:00,1
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/8/2016 20:00,11/8/2016 21:00,5319
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/8/2016 20:00,11/8/2016 21:00,17666
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/8/2016 20:00,11/8/2016 21:00,3
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/8/2016 20:00,11/8/2016 21:00,252
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/8/2016 20:00,11/8/2016 21:00,304
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/8/2016 20:00,11/8/2016 21:00,25769803776
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 20:00,11/8/2016 21:00,181295
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 20:00,11/8/2016 21:00,1172581
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 20:00,11/8/2016 21:00,0
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/8/2016 21:00,11/8/2016 22:00,310
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 21:00,11/8/2016 22:00,0
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/8/2016 21:00,11/8/2016 22:00,1
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/8/2016 21:00,11/8/2016 22:00,310
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/8/2016 21:00,11/8/2016 22:00,25769803776
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/8/2016 21:00,11/8/2016 22:00,1
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 21:00,11/8/2016 22:00,1169760
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 21:00,11/8/2016 22:00,180480
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/8/2016 21:00,11/8/2016 22:00,17532
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 21:00,11/8/2016 22:00,1169760
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/8/2016 21:00,11/8/2016 22:00,564
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/8/2016 21:00,11/8/2016 22:00,3
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 21:00,11/8/2016 22:00,180480
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 21:00,11/8/2016 22:00,1824
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/8/2016 21:00,11/8/2016 22:00,15747
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/8/2016 21:00,11/8/2016 22:00,378
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/8/2016 21:00,11/8/2016 22:00,1591
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/8/2016 21:00,11/8/2016 22:00,3
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/8/2016 21:00,11/8/2016 22:00,228
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/8/2016 21:00,11/8/2016 22:00,6403
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/8/2016 21:00,11/8/2016 22:00,912
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/8/2016 22:00,11/8/2016 23:00,2123
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 22:00,11/8/2016 23:00,183555
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/8/2016 22:00,11/8/2016 23:00,766
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/8/2016 22:00,11/8/2016 23:00,27110
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/8/2016 22:00,11/8/2016 23:00,25769803776
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/8/2016 22:00,11/8/2016 23:00,1
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/8/2016 22:00,11/8/2016 23:00,988
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 22:00,11/8/2016 23:00,1854
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/8/2016 22:00,11/8/2016 23:00,1
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/8/2016 22:00,11/8/2016 23:00,24029
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 22:00,11/8/2016 23:00,1180597
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/8/2016 22:00,11/8/2016 23:00,3
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/8/2016 22:00,11/8/2016 23:00,8376
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/8/2016 22:00,11/8/2016 23:00,5226
AmazonEC2,CreateSnapshot,USW2-EBS:SnapshotUsage,,11/8/2016 22:00,11/8/2016 23:00,40277901312
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/8/2016 22:00,11/8/2016 23:00,3
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 22:00,11/8/2016 23:00,1178440
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 22:00,11/8/2016 23:00,0
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/8/2016 22:00,11/8/2016 23:00,12444
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/8/2016 22:00,11/8/2016 23:00,304
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 22:00,11/8/2016 23:00,183719
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/8/2016 22:00,11/8/2016 23:00,474
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 23:00,11/9/2016 0:00,184051
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/8/2016 23:00,11/9/2016 0:00,10920
AmazonEC2,Unknown,CW:AlarmMonitorUsage,,11/8/2016 23:00,11/9/2016 0:00,1
AmazonEC2,LoadBalancing,USW2-DataTransfer-In-Bytes,,11/8/2016 23:00,11/9/2016 0:00,1912
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/8/2016 23:00,11/9/2016 0:00,1178710
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/8/2016 23:00,11/9/2016 0:00,252
AmazonEC2,PublicIP-In,USW2-USE1-AWS-In-Bytes,,11/8/2016 23:00,11/9/2016 0:00,228
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 23:00,11/9/2016 0:00,184483
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/8/2016 23:00,11/9/2016 0:00,25769803776
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/8/2016 23:00,11/9/2016 0:00,1178486
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/8/2016 23:00,11/9/2016 0:00,7966
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/8/2016 23:00,11/9/2016 0:00,24838
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/8/2016 23:00,11/9/2016 0:00,11116
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/8/2016 23:00,11/9/2016 0:00,3
AmazonEC2,LoadBalancing,USW2-LoadBalancerUsage,,11/8/2016 23:00,11/9/2016 0:00,1
AmazonEC2,LoadBalancing,USW2-DataTransfer-Out-Bytes,,11/8/2016 23:00,11/9/2016 0:00,23450
AmazonEC2,Unknown,USW2-CW:AlarmMonitorUsage,,11/8/2016 23:00,11/9/2016 0:00,3
AmazonEC2,EBS:Gp2-IO-Read,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 23:00,11/9/2016 0:00,0
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/8/2016 23:00,11/9/2016 0:00,912
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/8/2016 23:00,11/9/2016 0:00,376
AmazonEC2,EBS:Gp2-IO-Write,USW2-EBS:VolumeIOUsage.gp2,,11/8/2016 23:00,11/9/2016 0:00,1822
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-Out-Bytes,,11/9/2016 0:00,11/9/2016 1:00,1162825
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,11/9/2016 0:00,11/9/2016 1:00,34764
AmazonEC2,LoadBalancing,USW2-TestDataProcessing-Bytes,,11/9/2016 0:00,11/9/2016 1:00,2613
AmazonEC2,RunInstances,USW2-C3DataTransfer-Out-Bytes,,11/9/2016 0:00,11/9/2016 1:00,252
AmazonEC2,PublicIP-Out,USW2-USE1-AWS-Out-Bytes,,11/9/2016 0:00,11/9/2016 1:00,912
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,11/9/2016 0:00,11/9/2016 1:00,14638
AmazonEC2,LoadBalancing,USW2-DataTransfer-ELB-In-Bytes,,11/9/2016 0:00,11/9/2016 1:00,1172573
AmazonEC2,CreateVolume-Gp2,USW2-EBS:VolumeUsage.gp2,,11/9/2016 0:00,11/9/2016 1:00,25769803776
AmazonEC2,LoadBalancing,USW2-DataProcessing-Bytes,,11/9/2016 0:00,11/9/2016 1:00,2613
AmazonEC2,RunInstances,USW2-DataTransfer-ELB-In-Bytes,,11/9/2016 0:00,11/9/2016 1:00,179788
AmazonEC2,RunInstances,USW2-BoxUsage:t2.micro,,11/9/2016 0:00,11/9/2016 1:00,3
AmazonEC2,RunInstances,USW2-C3DataTransfer-In-Bytes,,11/9/2016 0:00,11/9/2016 1:00,376
